iter	Logloss
0	0.3947074352
1	0.2276582298
2	0.1383257579
3	0.08797931393
4	0.05926463617
5	0.04265698061
6	0.03181533086
7	0.02571246336
8	0.02187027425
9	0.0192976924
10	0.01751983975
11	0.01637766283
12	0.01542741832
13	0.01473193919
14	0.01422849699
15	0.01383887493
16	0.01355603046
17	0.01333204131
18	0.01322202868
19	0.01306411371
20	0.01291034815
21	0.0128147701
22	0.01274876917
23	0.01263779835
24	0.01254928786
25	0.01249041253
26	0.01243499915
27	0.01236728486
28	0.01234345206
29	0.01232338556
30	0.01228132486
31	0.01227445767
32	0.01224638031
33	0.01220902424
34	0.01219254016
35	0.01217377084
36	0.01214228984
37	0.01211131626
38	0.01209619994
39	0.01206755693
40	0.01204776449
41	0.01203841748
42	0.0120238673
43	0.01200496828
44	0.01197896554
45	0.01195132957
46	0.01192721141
47	0.01189531293
48	0.01188238636
49	0.01187130699
50	0.01185679959
51	0.01184016887
52	0.01182236373
53	0.01180766513
54	0.01178689701
55	0.0117696549
56	0.01175764052
57	0.01174494146
58	0.01173094383
59	0.01170688127
60	0.0117014226
61	0.01169715645
62	0.01168297395
63	0.01166365678
64	0.01164774651
65	0.01164027135
66	0.0116236269
67	0.01161302001
68	0.01160807722
69	0.01159644448
70	0.01158110895
71	0.01156507022
72	0.01153863218
73	0.01152764229
74	0.01152012214
75	0.0115045855
76	0.01149948781
77	0.0114770207
78	0.01146945019
79	0.01146025771
80	0.01145638764
81	0.01143888499
82	0.01142680552
83	0.01141826568
84	0.01140702812
85	0.01139632764
86	0.0113773366
87	0.01136766465
88	0.01135790451
89	0.01134055277
90	0.01131542454
91	0.01130277801
92	0.01129561786
93	0.0112809574
94	0.01125422581
95	0.01124260019
96	0.01123365018
97	0.01122097257
98	0.01120822774
99	0.01120094308
100	0.0111900889
101	0.0111832833
102	0.0111767269
103	0.01116911714
104	0.0111552563
105	0.01114582025
106	0.01113863009
107	0.01112808767
108	0.01112039596
109	0.01110469859
110	0.01108766441
111	0.01107317931
112	0.01105861442
113	0.01104502704
114	0.0110353535
115	0.01102201143
116	0.01102013426
117	0.01101686359
118	0.01101054977
119	0.01100533403
120	0.01099939624
121	0.01098735003
122	0.01097659561
123	0.01095899348
124	0.0109475049
125	0.01093282908
126	0.01091561157
127	0.01091149472
128	0.01090628594
129	0.01089572069
130	0.01088392659
131	0.01088172766
132	0.01087134748
133	0.01086086184
134	0.01084549631
135	0.01084473354
136	0.01082794068
137	0.01082358525
138	0.01082172153
139	0.01080329068
140	0.01078615086
141	0.01077828658
142	0.01076947231
143	0.01076290192
144	0.01074364
145	0.01074300514
146	0.0107281919
147	0.01072023813
148	0.01071889227
149	0.01071435895
150	0.01071371557
151	0.01069928953
152	0.01068511752
153	0.01067649166
154	0.01067199911
155	0.01066622876
156	0.01064629549
157	0.01062917493
158	0.01061329474
159	0.01060518593
160	0.01059351699
161	0.01058424369
162	0.01056579942
163	0.0105612849
164	0.01055654466
165	0.01055435614
166	0.01054330318
167	0.01053600464
168	0.01052115286
169	0.01050793428
170	0.01049665472
171	0.01049008086
172	0.01048941286
173	0.01048108436
174	0.01047321551
175	0.01046094915
176	0.01045675313
177	0.01045623236
178	0.01044949514
179	0.01044629139
180	0.01044594118
181	0.01044232178
182	0.01043512025
183	0.0104153507
184	0.01039721336
185	0.01038672881
186	0.01037733164
187	0.010367845
188	0.01035838111
189	0.01035180798
190	0.01034012559
191	0.01032575704
192	0.01031636331
193	0.01030630397
194	0.01029527104
195	0.01028129143
196	0.01026948402
197	0.01025235888
198	0.01025014519
199	0.01023475345
200	0.01023049997
201	0.01022196587
202	0.01021078627
203	0.01020055849
204	0.01019330363
205	0.01018700776
206	0.01017166785
207	0.01015940262
208	0.01014905693
209	0.01013891875
210	0.01013188787
211	0.01012326796
212	0.01011822547
213	0.0101135284
214	0.0101090453
215	0.01010080335
216	0.01009494195
217	0.0100881911
218	0.01007569476
219	0.01006789635
220	0.01005131226
221	0.01003894798
222	0.01002850444
223	0.01002415941
224	0.01001793604
225	0.01001526933
226	0.01000416472
227	0.009999300835
228	0.009992520888
229	0.009976026517
230	0.009974544353
231	0.009961138928
232	0.009959269669
233	0.009949278881
234	0.009946042675
235	0.009935924775
236	0.009930713825
237	0.009921364005
238	0.0099190292
239	0.009908871284
240	0.009894845801
241	0.009881073462
242	0.009869770776
243	0.0098623566
244	0.009851616078
245	0.009850003973
246	0.00983881574
247	0.009822325737
248	0.009814634888
249	0.009803364089
250	0.009796886291
251	0.009787285689
252	0.009776542158
253	0.009771322946
254	0.009770018041
255	0.009764728864
256	0.009762638561
257	0.009751311214
258	0.009749982662
259	0.009744925767
260	0.009735687993
261	0.009730019672
262	0.009718080861
263	0.009706956076
264	0.009702499413
265	0.009690013489
266	0.009681953381
267	0.009679427433
268	0.009676447703
269	0.009667016867
270	0.00966488031
271	0.009655857507
272	0.00964780736
273	0.009628886496
274	0.009620677138
275	0.009612729384
276	0.009602176463
277	0.009599662276
278	0.009587242699
279	0.009571996916
280	0.009563959883
281	0.009557013728
282	0.009544291583
283	0.009532679727
284	0.009530671643
285	0.009529477521
286	0.009526935692
287	0.009525860601
288	0.009511312812
289	0.009507249739
290	0.009495942644
291	0.009487953507
292	0.009472825768
293	0.009463778681
294	0.009453224539
295	0.009450214998
296	0.009448371287
297	0.009443234972
298	0.00943722758
299	0.009427697451
300	0.009425947254
301	0.00942342478
302	0.009420420998
303	0.009419280941
304	0.009403195593
305	0.009398842108
306	0.009392509755
307	0.009380209875
308	0.009378315294
309	0.009372012719
310	0.009367914109
311	0.009365567523
312	0.009359375084
313	0.009351842363
314	0.009344110848
315	0.009334606845
316	0.009329099861
317	0.009328979397
318	0.009323800839
319	0.009322162597
320	0.009312166234
321	0.009310408957
322	0.009298562173
323	0.009291552708
324	0.009291406689
325	0.009279012325
326	0.009278813623
327	0.009274599222
328	0.009270182088
329	0.009264401057
330	0.009248371927
331	0.009247107425
332	0.009244168803
333	0.009235004377
334	0.009232119904
335	0.009229853581
336	0.009223591349
337	0.00920789176
338	0.009205338863
339	0.009203553536
340	0.009201351912
341	0.009199773347
342	0.009197863509
343	0.009196162275
344	0.009194468229
345	0.009181896454
346	0.009175173114
347	0.009173929454
348	0.009172699942
349	0.009166908768
350	0.009165746399
351	0.009160767398
352	0.009159641599
353	0.009151465794
354	0.009142278953
355	0.009141353555
356	0.009133633234
357	0.009130513702
358	0.009121701416
359	0.00911955431
360	0.009117407629
361	0.009111208243
362	0.009105184307
363	0.009100718227
364	0.009093659742
365	0.009089411495
366	0.009081841922
367	0.009073671341
368	0.00906873605
369	0.009067923685
370	0.009062401342
371	0.009060379078
372	0.009057078613
373	0.009048757478
374	0.009047991447
375	0.009042401388
376	0.009033366918
377	0.009028325342
378	0.009018171976
379	0.009004846406
380	0.00900135494
381	0.008997370795
382	0.008991509537
383	0.008990146009
384	0.008981754612
385	0.008973929755
386	0.008970370868
387	0.008965005863
388	0.008958948113
389	0.008953697363
390	0.008950944326
391	0.008948126536
392	0.00894402183
393	0.008935970672
394	0.00893485523
395	0.008933654905
396	0.008930042926
397	0.008929920474
398	0.008921862104
399	0.008920829774
400	0.00891834032
401	0.008911132272
402	0.008905247332
403	0.008902882586
404	0.008892726646
405	0.008889226278
406	0.008883611173
407	0.008873319174
408	0.008862410586
409	0.008859893729
410	0.008858223965
411	0.008852902399
412	0.00885151356
413	0.008847609551
414	0.008846762295
415	0.008845094779
416	0.008840666243
417	0.008837072676
418	0.00883545335
419	0.008815535739
420	0.008813320163
421	0.00880550083
422	0.008805369111
423	0.008792015605
424	0.008784688005
425	0.008776367745
426	0.008771165199
427	0.008766327935
428	0.00875126809
429	0.008744687209
430	0.008741597493
431	0.008740248927
432	0.008737180281
433	0.008728485047
434	0.008723749429
435	0.008711922213
436	0.008705136186
437	0.008702665076
438	0.008694610291
439	0.00868658541
440	0.008679525301
441	0.00867652599
442	0.008668551537
443	0.008667578914
444	0.008662400868
445	0.008654615407
446	0.008649262329
447	0.008645325992
448	0.008640536997
449	0.008632304598
450	0.008626880981
451	0.008625201293
452	0.008621728693
453	0.008613982369
454	0.008613979192
455	0.008606450444
456	0.008603801281
457	0.008600646839
458	0.00859828481
459	0.008592622119
460	0.008588406075
461	0.008585087103
462	0.008575170118
463	0.008568165428
464	0.008555348871
465	0.008548470231
466	0.008541434207
467	0.008537500867
468	0.008527115944
469	0.008516620847
470	0.008508049366
471	0.008500808513
472	0.008488860315
473	0.008483087054
474	0.008471835321
475	0.008465202728
476	0.008455803064
477	0.008450324108
478	0.008441680295
479	0.008435525453
480	0.008424159038
481	0.008414652546
482	0.008412080748
483	0.008409999967
484	0.008409842962
485	0.008407796838
486	0.008399847481
487	0.008396170019
488	0.008393247514
489	0.008390961919
490	0.00838534012
491	0.008381681165
492	0.008369567361
493	0.008369479989
494	0.00835657645
495	0.008354845046
496	0.008351486652
497	0.008345032455
498	0.008341390595
499	0.008335086822
500	0.008331570969
501	0.008320598778
502	0.008319544233
503	0.008316840621
504	0.008311312661
505	0.008307756617
506	0.00830316435
507	0.00829883294
508	0.00829602262
509	0.008290615034
510	0.008284611107
511	0.008284554472
512	0.008279817901
513	0.008270240569
514	0.008268175513
515	0.008261365848
516	0.008256497953
517	0.008249706975
518	0.008244828991
519	0.008244300676
520	0.008238955532
521	0.008235543605
522	0.008226490658
523	0.008215874123
524	0.008213658847
525	0.008208271241
526	0.008205650176
527	0.008201095673
528	0.008196638326
529	0.008194237559
530	0.008191809869
531	0.008185269071
532	0.008185171796
533	0.008184154539
534	0.008184103863
535	0.008182232669
536	0.008179731308
537	0.008179702872
538	0.008167914347
539	0.008150704715
540	0.008146586057
541	0.008142048688
542	0.008139636218
543	0.008132228257
544	0.008122621279
545	0.008119671258
546	0.008112514446
547	0.008112436079
548	0.008109082365
549	0.00810795061
550	0.008104645878
551	0.008104589509
552	0.008101195908
553	0.008095561288
554	0.00808942323
555	0.008087117649
556	0.008084459304
557	0.008082023299
558	0.008073777183
559	0.008065576921
560	0.008062788136
561	0.008055670526
562	0.008046051331
563	0.008038419133
564	0.008033330513
565	0.008030191753
566	0.008025710854
567	0.008018966774
568	0.008012467253
569	0.008005273133
